Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,964.704,2,0.2,28.1372
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,22.830000000000002,1,0.0,3.5767
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,10042.11,13,0.0,636.0003
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,241.74,6,0.0,22.5624
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,1085.76,4,0.0,162.864
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,36.396,9,0.6,-8.4924
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,247.10399999999998,2,0.2,-19.5624
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,161.76,5,0.2,4.044
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,1943.712,6,0.2,56.6916
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,61.11,3,0.0,6.9258
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,664.6500000000001,3,0.0,6.6465
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,52.56,5,0.2,6.132
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Appliances,4.872,2,0.8,-4.466
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,9179.946,3,0.4,-509.997
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,7559.874,7,0.4,-251.9958
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,984.672,4,0.2,28.7196
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories,239.70000000000002,2,0.0,35.156
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,42.048,3,0.2,4.7304
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Fasteners,22.68,6,0.0,0.3024
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,111.624,1,0.2,-7.4416
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Envelopes,172.728,3,0.2,21.591
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,2177.52,4,0.0,210.4936
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,629.79,7,0.0,92.3692
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,15.84,3,0.0,2.3232
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,32.76,3,0.2,4.095
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Paper,26.46,2,0.0,4.0572
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Art,17.94,1,0.0,1.5548
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,34.944,2,0.2,4.0768
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,54.52799999999999,4,0.2,5.9072
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,179.13600000000002,6,0.2,5.9712
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,74.52,3,0.2,8.694
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,6.24,5,0.8,-3.432
Second Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,3343.2000000000003,7,0.2,376.11
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables,3116.5199999999995,5,0.2,51.942
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,425.28,5,0.2,47.844
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,719.4000000000001,5,0.2,47.96
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,93.312,6,0.2,10.8864
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,762.174,7,0.7,-169.372
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Appliances,583.584,2,0.2,24.316
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Supplies,2884.44,5,0.2,-204.3145
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,57.288,7,0.2,6.6836
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,55.488,8,0.2,6.2424
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Technology,Accessories,767.952,2,0.2,54.3966
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,260.90999999999997,3,0.5,-48.7032
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,901.248,8,0.2,78.8592
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,691.056,3,0.2,20.1558
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,655.056,3,0.2,-24.5646
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,235.79999999999998,5,0.7,-62.88
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Fasteners,82.656,3,0.2,9.2988
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,97.19999999999999,5,0.0,15.552
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Storage,3247.44,8,0.0,10.8248
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,170.73,3,0.0,27.3168
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Furniture,Furnishings,232.79999999999998,4,0.0,38.024
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Binders,42.839999999999996,1,0.0,6.5688
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,657.2249999999999,3,0.5,-131.445
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,80.4,2,0.0,12.864
Standard Class,Corporate,United States,Taylor,Michigan,48180,Central,Office Supplies,Art,29.52,3,0.0,2.8536
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,136.44,3,0.0,20.9208
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art,867.5999999999999,6,0.0,83.868
First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,14.669999999999998,1,0.0,2.0049
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,45.408,4,0.2,3.5948
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Chairs,1400.3039999999999,2,0.2,52.5114
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,45.696,1,0.2,1.7136
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Office Supplies,Labels,18.792,3,0.2,2.0358
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,262.62,3,0.0,37.6422
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Technology,Phones,535.1519999999999,2,0.2,22.298
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Paper,46.656,3,0.2,5.4432
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,297.408,4,0.2,8.6744
Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,407.646,1,0.1,24.1568
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Machines,11975.94,2,0.0,1995.99
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,827.8199999999999,6,0.0,80.0226
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Accessories,1080.0,4,0.0,129.6
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,130.71,1,0.0,13.071
Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,21.48,2,0.0,3.58
Standard Class,Corporate,United States,Hesperia,California,92345,West,Office Supplies,Binders,754.5600000000001,6,0.2,81.744
Standard Class,Corporate,United States,Hesperia,California,92345,West,Technology,Accessories,299.96999999999997,1,0.0,34.9965
Second Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Furniture,Furnishings,47.976,1,0.2,0.9995
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,872.6940000000001,3,0.4,-67.8762
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,162.672,2,0.2,3.389
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,2360.232,4,0.3,-258.5016
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,300.71999999999997,10,0.2,33.831
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,113.292,6,0.7,-27.6936
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,248.39999999999998,2,0.4,-20.7
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,62.172,2,0.7,-13.816
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,14.687999999999999,3,0.7,-3.4272
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,14.256,1,0.2,1.6038
Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Copiers,2879.952,2,0.2,335.9944
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,43.104,4,0.2,4.49
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,23.136,2,0.2,2.7956
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,2095.056,3,0.2,-17.4588
Second Class,Consumer,United States,Layton,Utah,84041,West,Office Supplies,Fasteners,14.879999999999999,4,0.0,2.3312
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,53.568000000000005,4,0.2,1.116
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,1529.91,10,0.7,-407.976
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,92.976,13,0.2,10.0724
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,215.784,12,0.4,8.3916
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,266.4,4,0.2,-2.22
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,143.928,3,0.2,4.7976
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,22.68,3,0.0,3.0996
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,73.67999999999999,2,0.0,11.5432
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,38.88,2,0.0,4.1472
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,20.37,1,0.0,2.3086
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,73.67999999999999,2,0.0,11.5432
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,9.144,1,0.2,1.0668
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,147.35999999999999,4,0.0,23.0864
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,13065.503999999999,4,0.2,1415.4296
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,1166.112,6,0.2,-4.8588
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,24.78,2,0.0,3.7996
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,51.12,4,0.0,6.9864
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,103.19999999999999,5,0.0,15.824
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,108.72,5,0.2,11.325
First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,1943.52,8,0.0,168.4384
First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Labels,62.099999999999994,2,0.0,9.936
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,62.099999999999994,2,0.0,9.936
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,1465.938,3,0.1,86.8704
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,16.68,2,0.0,1.4456
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,141.35999999999999,8,0.0,20.7328
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,635.88,4,0.0,8.4784
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Binders,69.6,4,0.0,10.44
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Supplies,22.080000000000002,2,0.0,0.1472
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,314.37,7,0.0,29.3412
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Furniture,Bookcases,3131.76,4,0.0,271.4192
Standard Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Paper,77.76,5,0.2,9.396
Standard Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Storage,160.272,3,0.2,4.6746
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,24.48,5,0.7,-5.712
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,3071.808,8,0.2,179.1888
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Art,27.72,1,0.2,0.924
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,1437.1200000000001,10,0.2,-29.94
First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Paper,297.408,4,0.2,30.98
Standard Class,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,4465.272,7,0.3,-297.6848
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,25.955999999999996,3,0.8,-20.3322
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,71.49600000000001,3,0.2,2.6811
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,36.528,4,0.8,-18.8728
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,152.88,7,0.0,25.48
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,148.608,3,0.2,17.3376
Second Class,Corporate,United States,Taylor,Michigan,48180,Central,Technology,Accessories,125.69999999999999,2,0.0,8.799
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Furniture,Tables,1126.3725,3,0.45,-157.0095
